Data;Loja;Produto;Categoria;Quantidade;Preço Unitário;Total Venda;Cliente_ID;Forma_Pagamento
2022-11-29;Loja A;Leite;Alimentos;10.0;47.27;472.7;4095.0;Dinheiro
2022-07-27;Loja B;Feijão;Alimentos;3.0;38.22;114.66;6854.0;Transferência
2023-12-23;Loja B;Pasta de Dente;Higiene;7.0;38.37;;9395.0;Transferência
2022-04-03;Loja B;Sabão em Pó;Limpeza;8.0;28.16;225.28;6262.0;Transferência
2024-05-27;Loja C;Detergente;Limpeza;-5.0;13.36;;8280.0;Dinheiro
2022-03-26;Loja A;Shampoo;Higiene;3.0;35.83;107.49;2367.0;Transferência
2023-04-13;Loja C;Sabão em Pó;Limpeza;2.0;22.07;44.14;8555.0;Cartão
2022-09-18;Loja C;Sabão em Pó;Limpeza;2.0;49.63;99.26;8675.0;Pix
2024-10-11;Loja B;Feijão;Alimentos;7.0;3.25;22.75;3964.0;Transferência
2024-03-29;Loja C;Pasta de Dente;Higiene;6.0;8.08;48.48;9146.0;Transferência
2023-06-18;Loja A;Arroz;Alimentos;10.0;7.77;77.7;7069.0;Transferência
2023-08-12;Loja C;Shampoo;Higiene;10.0;21.22;212.2;;Pix
2022-01-30;Loja C;Refrigerante;Bebidas;10.0;18.15;181.5;7476.0;Dinheiro
2024-01-19;Loja B;Feijão;Alimentos;4.0;30.4;121.6;9934.0;Dinheiro
2024-07-26;Loja B;Detergente;Limpeza;-4.0;32.1;;8789.0;Pix
2023-04-02;Loja C;Feijão;Alimentos;5.0;38.47;192.35;4702.0;Pix
2023-10-14;Loja C;Cerveja;Bebidas;10.0;48.46;;5810.0;Dinheiro
2024-08-29;Loja A;Detergente;Limpeza;2.0;38.81;;1010.0;Cartão
2022-01-27;Loja B;Arroz;Alimentos;9.0;16.05;144.45;3407.0;Transferência
2024-08-16;Loja A;Arroz;Alimentos;10.0;11.23;112.3;9032.0;Pix
2024-06-15;Loja C;Açúcar;Alimentos;7.0;37.49;262.43;5009.0;Cartão
2023-09-11;Loja C;Leite;Alimentos;5.0;6.71;;4804.0;Cartão
2022-03-25;Loja B;Pasta de Dente;Higiene;1.0;16.49;16.49;4352.0;Pix
2024-05-06;Loja B;Detergente;Limpeza;5.0;43.61;218.05;7505.0;Cartão
2024-03-07;Loja C;Açúcar;Alimentos;7.0;17.43;122.01;2640.0;Cartão
2022-09-04;Loja A;Pasta de Dente;Higiene;8.0;34.06;272.48;2331.0;Cartão
2023-02-23;Loja B;Refrigerante;Bebidas;3.0;25.75;77.25;1141.0;Dinheiro
2023-01-31;Loja B;Shampoo;Higiene;2.0;28.41;56.82;3148.0;Dinheiro
2023-07-13;Loja B;Leite;Alimentos;2.0;-18.86;;6228.0;Dinheiro
2023-04-24;Loja B;Sabão em Pó;Limpeza;2.0;34.5;69.0;5636.0;Dinheiro
2023-08-17;Loja C;Feijão;Alimentos;6.0;42.29;253.74;4050.0;Transferência
2024-01-02;Loja A;Leite;Alimentos;9.0;28.78;259.02;9991.0;Transferência
2024-06-15;Loja C;Cerveja;Bebidas;5.0;38.44;192.2;3541.0;Pix
2024-01-17;Loja A;Feijão;Alimentos;3.0;-12.44;;4016.0;Pix
2023-10-25;Loja A;Arroz;Alimentos;7.0;3.5;24.5;4803.0;Cartão
2024-08-14;Loja B;Feijão;Alimentos;10.0;18.18;181.8;9780.0;Cartão
2022-07-16;Loja A;Feijão;Alimentos;10.0;43.86;438.6;5959.0;Dinheiro
2024-09-05;Loja B;Feijão;Alimentos;9.0;14.34;129.06;7300.0;Dinheiro
2022-03-08;Loja C;Feijão;Alimentos;7.0;35.99;251.93;7221.0;Transferência
2023-12-01;Loja B;Sabão em Pó;Limpeza;4.0;11.74;46.96;1264.0;Pix
2022-09-02;Loja A;Detergente;Limpeza;9.0;47.9;;5467.0;Dinheiro
2023-11-05;Loja C;Leite;Alimentos;7.0;17.11;119.77;1865.0;Dinheiro
2022-09-27;Loja C;Pasta de Dente;Higiene;1.0;-2.13;;8869.0;Transferência
2023-11-02;Loja C;Pasta de Dente;Higiene;3.0;27.42;82.26;8316.0;Cartão
2022-06-27;Loja C;Detergente;Limpeza;4.0;5.36;21.44;1320.0;Transferência
2024-09-17;Loja A;Detergente;Limpeza;7.0;19.37;135.59;5755.0;Pix
2023-08-12;Loja B;Leite;Alimentos;6.0;17.83;106.98;7680.0;Dinheiro
2024-10-29;Loja A;Refrigerante;Bebidas;5.0;44.44;222.2;3450.0;Dinheiro
2022-02-08;Loja A;Pasta de Dente;Higiene;3.0;12.57;37.71;8397.0;Dinheiro
2022-11-20;Loja B;Sabão em Pó;Limpeza;3.0;40.77;122.31;3202.0;Dinheiro
2023-06-29;Loja B;Detergente;Limpeza;6.0;27.06;162.36;7713.0;Cartão
2022-04-13;Loja A;Detergente;Limpeza;10.0;16.12;161.2;9639.0;Transferência
2023-06-28;Loja C;Cerveja;Bebidas;6.0;30.91;185.46;2991.0;Dinheiro
2024-11-05;Loja C;Açúcar;Alimentos;9.0;10.95;98.55;5131.0;Transferência
2023-05-21;Loja B;Açúcar;Alimentos;4.0;37.39;;9125.0;Cartão
2022-06-29;Loja A;Shampoo;Higiene;1.0;47.84;;5852.0;Transferência
2024-10-28;Loja B;Arroz;Alimentos;7.0;36.22;253.54;5520.0;Transferência
2024-04-14;Loja B;Pasta de Dente;Higiene;1.0;31.04;31.04;4941.0;Transferência
2024-06-01;Loja C;Refrigerante;Bebidas;8.0;35.4;283.2;4813.0;Cartão
2023-02-25;Loja C;Sabão em Pó;Limpeza;8.0;23.12;184.96;7153.0;Cartão
2024-09-24;Loja B;Cerveja;Bebidas;1.0;-6.11;;5718.0;Pix
2023-08-11;Loja C;Arroz;Alimentos;3.0;-9.03;;3794.0;Cartão
2022-02-25;;Arroz;Alimentos;10.0;12.01;120.1;1336.0;Dinheiro
2022-09-14;Loja C;Pasta de Dente;Higiene;7.0;1.74;;7748.0;Transferência
2023-05-28;Loja B;Refrigerante;Bebidas;9.0;8.46;76.14;8783.0;Dinheiro
2023-06-13;Loja A;Sabão em Pó;Limpeza;;25.07;;5706.0;Transferência
2023-01-24;Loja C;Pasta de Dente;Higiene;3.0;7.67;23.01;7871.0;Pix
2024-10-04;Loja B;Detergente;Limpeza;4.0;23.44;93.76;8509.0;Dinheiro
2024-12-22;Loja A;Arroz;Alimentos;8.0;27.98;223.84;1724.0;Transferência
2024-02-20;Loja B;Arroz;Alimentos;6.0;-35.76;;6732.0;Cartão
2022-03-07;Loja C;Detergente;Limpeza;5.0;-37.98;;9246.0;Transferência
2022-12-18;Loja B;Arroz;Alimentos;5.0;2.29;11.45;5155.0;Pix
2022-03-25;Loja A;Detergente;Limpeza;8.0;;182.4;5983.0;Transferência
2022-07-19;Loja C;Sabão em Pó;Limpeza;9.0;33.23;299.07;1302.0;Dinheiro
2024-03-21;Loja A;Shampoo;Higiene;9.0;24.08;;6331.0;Transferência
2023-03-30;Loja A;Arroz;Alimentos;10.0;6.39;63.9;1893.0;Cartão
2024-11-25;Loja B;Pasta de Dente;Higiene;6.0;3.33;19.98;9710.0;Dinheiro
2024-03-08;Loja B;Shampoo;Higiene;9.0;24.32;218.88;5112.0;Cartão
2024-12-06;Loja C;Açúcar;Alimentos;5.0;44.31;221.55;8559.0;Dinheiro
2023-06-11;Loja C;Arroz;Alimentos;9.0;33.62;302.58;2094.0;Pix
2022-01-11;Loja A;Leite;Alimentos;10.0;34.53;;5689.0;Pix
2024-09-19;Loja C;Arroz;Alimentos;3.0;19.14;57.42;7526.0;Cartão
2024-10-27;Loja C;Leite;Alimentos;3.0;18.79;56.37;2737.0;Transferência
2022-07-19;Loja C;Detergente;Limpeza;8.0;20.2;161.6;8146.0;Cartão
2023-01-07;Loja B;Shampoo;Higiene;6.0;;295.14;7583.0;Transferência
2022-05-30;Loja C;Feijão;Alimentos;3.0;29.36;;3048.0;Transferência
2022-07-24;Loja A;Feijão;Alimentos;9.0;35.6;320.4;5940.0;Transferência
2024-09-05;Loja B;Açúcar;Alimentos;1.0;-15.0;;8762.0;Cartão
2022-04-02;;Detergente;Limpeza;9.0;27.16;;7985.0;Cartão
2022-03-30;Loja C;Açúcar;Alimentos;2.0;9.63;;1121.0;Transferência
2023-03-19;Loja C;Pasta de Dente;Higiene;10.0;22.53;225.3;5825.0;Transferência
2022-06-21;Loja B;Detergente;Limpeza;8.0;35.06;;6573.0;Cartão
2022-05-24;Loja A;Açúcar;Alimentos;5.0;42.06;210.3;2579.0;Cartão
2024-03-18;Loja C;Shampoo;Higiene;7.0;22.39;156.73;8762.0;Dinheiro
2023-05-06;Loja A;Pasta de Dente;Higiene;4.0;12.31;49.24;4545.0;Cartão
2022-08-17;Loja B;Leite;Alimentos;8.0;37.39;299.12;4397.0;Transferência
2023-10-27;Loja A;Açúcar;Alimentos;1.0;10.32;10.32;1666.0;Cartão
2024-08-27;Loja A;Leite;Alimentos;6.0;45.34;272.04;2317.0;Dinheiro
2023-08-27;Loja C;Cerveja;Bebidas;5.0;-34.28;;1436.0;Cartão
2023-11-24;Loja C;Arroz;Alimentos;6.0;16.76;100.56;6747.0;Transferência
2024-02-07;Loja A;Leite;Alimentos;3.0;37.73;113.19;2043.0;Dinheiro
2024-12-02;Loja B;Pasta de Dente;Higiene;2.0;47.96;;5417.0;Pix
2022-08-16;Loja A;Leite;Alimentos;5.0;39.1;195.5;1200.0;Dinheiro
2024-02-29;Loja B;Refrigerante;Bebidas;-1.0;42.32;;1634.0;Pix
2023-10-21;Loja B;Feijão;Alimentos;3.0;42.69;128.07;2495.0;Dinheiro
2022-02-02;Loja A;Arroz;Alimentos;1.0;9.37;9.37;1719.0;Pix
2023-12-11;Loja A;Shampoo;Higiene;1.0;11.87;11.87;8620.0;Cartão
2023-07-04;Loja B;Feijão;Alimentos;;48.62;;1711.0;Cartão
2024-10-29;Loja A;Sabão em Pó;Limpeza;1.0;41.42;41.42;9615.0;Transferência
2024-02-17;Loja B;Arroz;Alimentos;1.0;16.81;16.81;7107.0;Transferência
2023-03-07;Loja A;Pasta de Dente;Higiene;4.0;26.75;107.0;1905.0;Pix
2022-11-22;Loja B;Shampoo;Higiene;6.0;35.33;211.98;2533.0;Pix
2023-05-03;Loja A;Sabão em Pó;Limpeza;10.0;3.86;38.6;8588.0;Pix
2022-12-09;Loja A;Detergente;Limpeza;4.0;9.29;37.16;1979.0;Pix
2023-08-09;Loja B;Shampoo;Higiene;8.0;37.63;301.04;4894.0;Transferência
2022-03-13;Loja A;Sabão em Pó;Limpeza;9.0;25.05;225.45;8449.0;
2024-06-13;Loja A;Detergente;Limpeza;-5.0;42.95;;2761.0;Cartão
2023-04-28;Loja B;Detergente;Limpeza;3.0;24.38;;4671.0;Pix
2023-10-03;Loja C;Feijão;Alimentos;2.0;-9.76;;2689.0;Pix
2022-05-07;Loja C;Refrigerante;Bebidas;3.0;9.66;28.98;6550.0;Pix
2022-09-11;Loja A;Cerveja;Bebidas;4.0;19.11;76.44;6738.0;Dinheiro
2024-06-30;Loja C;Açúcar;Alimentos;9.0;36.29;326.61;3243.0;Cartão
2022-04-09;Loja B;Sabão em Pó;Limpeza;2.0;;39.92;7338.0;Pix
2023-08-28;Loja A;Refrigerante;Bebidas;8.0;22.74;181.92;8218.0;Cartão
2024-06-08;Loja A;Sabão em Pó;Limpeza;9.0;18.62;167.58;1862.0;Dinheiro
2022-08-10;Loja B;Refrigerante;Bebidas;8.0;11.08;88.64;3819.0;Transferência
2023-02-02;Loja C;Refrigerante;Bebidas;9.0;2.24;20.16;9975.0;Dinheiro
2022-09-29;Loja A;Sabão em Pó;Limpeza;-3.0;30.22;;1533.0;Cartão
2022-06-19;Loja B;Sabão em Pó;Limpeza;-2.0;33.18;;3334.0;Cartão
2023-09-16;Loja C;Leite;Alimentos;3.0;5.95;17.85;2689.0;Pix
2022-12-28;Loja B;Açúcar;Alimentos;3.0;27.15;81.45;9986.0;Pix
2023-05-10;Loja B;Detergente;Limpeza;2.0;21.92;43.84;8057.0;Transferência
2022-03-05;Loja A;Pasta de Dente;Higiene;1.0;27.22;27.22;5492.0;Pix
2023-02-20;Loja A;Shampoo;Higiene;7.0;30.68;214.76;6985.0;Dinheiro
2024-09-04;Loja B;Arroz;Alimentos;8.0;21.87;174.96;9953.0;Cartão
2024-06-24;Loja A;Detergente;Limpeza;4.0;40.45;161.8;6917.0;Dinheiro
2023-07-10;Loja C;Leite;Alimentos;3.0;44.43;133.29;2205.0;Cartão
2023-04-22;Loja C;Pasta de Dente;Higiene;2.0;46.68;93.36;8373.0;Dinheiro
2023-11-03;Loja C;Açúcar;Alimentos;7.0;25.27;176.89;5986.0;Transferência
2023-09-19;Loja A;Sabão em Pó;Limpeza;1.0;20.06;20.06;4665.0;Transferência
2024-12-22;Loja B;Shampoo;Higiene;5.0;6.21;31.05;9904.0;Cartão
2023-06-22;Loja B;Açúcar;Alimentos;1.0;49.41;49.41;9117.0;Cartão
2024-02-07;Loja C;Refrigerante;Bebidas;6.0;-42.02;;5842.0;Dinheiro
2024-11-06;Loja A;Cerveja;Bebidas;9.0;23.97;215.73;6328.0;Cartão
2024-07-30;Loja C;Leite;Alimentos;;;;5143.0;Transferência
2023-03-28;Loja A;Açúcar;Alimentos;;30.51;;1961.0;Transferência
2022-12-03;Loja A;Feijão;Alimentos;7.0;25.75;180.25;6009.0;Pix
2023-07-07;Loja C;Cerveja;Bebidas;9.0;28.79;259.11;2296.0;Pix
2024-08-15;Loja B;Açúcar;Alimentos;2.0;47.86;95.72;5459.0;Transferência
2022-06-25;Loja A;Leite;Alimentos;8.0;42.55;340.4;5257.0;Cartão
2023-01-30;Loja A;Açúcar;Alimentos;2.0;21.29;42.58;5624.0;Dinheiro
2023-02-02;Loja C;Leite;Alimentos;9.0;5.15;46.35;6070.0;Pix
2022-08-28;Loja C;Arroz;Alimentos;6.0;23.56;141.36;5642.0;Transferência
2022-10-26;;Arroz;Alimentos;1.0;24.56;24.56;4565.0;Dinheiro
2022-10-01;Loja B;Sabão em Pó;Limpeza;1.0;14.31;;5946.0;Transferência
2023-07-06;Loja A;Pasta de Dente;Higiene;10.0;28.77;287.7;5201.0;Dinheiro
2024-10-24;;Detergente;Limpeza;6.0;3.44;20.64;6412.0;Dinheiro
2022-04-05;Loja A;Detergente;Limpeza;3.0;5.6;16.8;8298.0;Cartão
2022-01-25;Loja A;Pasta de Dente;Higiene;;49.8;;1024.0;Cartão
2024-11-06;Loja B;Açúcar;Alimentos;9.0;37.04;;2994.0;Dinheiro
2022-10-30;Loja C;Shampoo;Higiene;3.0;36.87;110.61;5817.0;Cartão
2022-07-05;Loja C;Refrigerante;Bebidas;5.0;21.93;109.65;2778.0;Dinheiro
2024-04-20;Loja A;Refrigerante;Bebidas;4.0;16.99;67.96;4520.0;Cartão
2024-05-18;Loja B;Açúcar;Alimentos;-3.0;11.95;;6778.0;
2023-12-01;Loja B;Cerveja;Bebidas;3.0;48.03;144.09;4894.0;Dinheiro
2023-05-16;Loja B;Cerveja;Bebidas;2.0;14.3;28.6;2874.0;Dinheiro
2024-03-22;Loja B;Cerveja;Bebidas;;11.07;;9489.0;Cartão
2024-05-03;Loja A;Cerveja;Bebidas;-4.0;36.25;;1327.0;Transferência
2022-02-11;Loja B;Refrigerante;Bebidas;7.0;38.04;266.28;4723.0;Dinheiro
2023-07-05;Loja A;Detergente;Limpeza;1.0;32.54;32.54;1044.0;Transferência
2022-10-11;Loja C;Refrigerante;Bebidas;5.0;30.96;154.8;6689.0;Dinheiro
2023-01-25;Loja B;Feijão;Alimentos;10.0;34.66;346.6;5614.0;Cartão
2023-07-31;Loja C;Feijão;Alimentos;4.0;4.45;17.8;3461.0;Dinheiro
2024-12-24;Loja C;Feijão;Alimentos;7.0;44.31;310.17;5277.0;Pix
2022-01-11;Loja B;Cerveja;Bebidas;1.0;7.35;7.35;3013.0;Transferência
2022-10-06;Loja A;Leite;Alimentos;8.0;48.75;390.0;8683.0;Transferência
2024-10-29;Loja A;Feijão;Alimentos;5.0;13.79;68.95;4383.0;Cartão
2023-01-26;Loja A;Refrigerante;Bebidas;4.0;42.38;169.52;1483.0;Cartão
2022-06-29;Loja C;Sabão em Pó;Limpeza;1.0;31.55;31.55;3849.0;Pix
2022-03-21;Loja A;Sabão em Pó;Limpeza;2.0;11.22;;7766.0;Cartão
2024-11-19;Loja C;Açúcar;Alimentos;6.0;43.09;258.54;2772.0;Dinheiro
2023-05-31;Loja A;Shampoo;Higiene;5.0;20.94;104.7;1463.0;Cartão
2023-07-10;Loja A;Pasta de Dente;Higiene;;32.56;;7728.0;Transferência
2024-12-15;Loja A;Arroz;Alimentos;3.0;13.82;41.46;2362.0;Cartão
2022-05-15;Loja A;Shampoo;Higiene;7.0;46.09;322.63;2582.0;Pix
2023-08-28;Loja A;Shampoo;Higiene;10.0;40.88;408.8;1979.0;Transferência
2024-01-24;Loja B;Shampoo;Higiene;8.0;;167.28;1624.0;Dinheiro
2024-01-14;Loja A;Açúcar;Alimentos;2.0;-20.28;;1627.0;Dinheiro
2023-06-02;Loja C;Detergente;Limpeza;3.0;46.22;138.66;7860.0;Transferência
2024-09-25;Loja A;Cerveja;Bebidas;3.0;-45.89;;4088.0;Cartão
2022-04-25;Loja C;Leite;Alimentos;6.0;39.49;236.94;8100.0;Cartão
2023-04-10;Loja C;Leite;Alimentos;7.0;37.15;;8630.0;Cartão
2023-01-07;Loja A;Feijão;Alimentos;4.0;38.9;155.6;7175.0;Transferência
2024-03-20;Loja C;Refrigerante;Bebidas;3.0;35.35;106.05;4247.0;Transferência
2022-05-18;Loja C;Sabão em Pó;Limpeza;8.0;15.54;124.32;7683.0;Cartão
2023-06-29;Loja A;Sabão em Pó;Limpeza;10.0;39.92;399.2;3991.0;Dinheiro
2022-02-09;Loja C;Sabão em Pó;Limpeza;3.0;22.37;67.11;7830.0;Cartão
2023-09-27;Loja B;Shampoo;Higiene;4.0;19.23;76.92;6209.0;Transferência
2024-02-10;Loja B;Shampoo;Higiene;2.0;7.88;15.76;2394.0;Transferência
2022-06-14;Loja C;Feijão;Alimentos;;43.18;;6808.0;Pix
2022-05-19;Loja C;Pasta de Dente;Higiene;10.0;46.79;467.9;7792.0;Transferência
2023-07-07;Loja C;Leite;Alimentos;6.0;33.09;;6506.0;Dinheiro
2022-04-30;Loja A;Leite;Alimentos;10.0;5.28;52.8;2239.0;Pix
2022-09-03;Loja A;Leite;Alimentos;10.0;11.4;114.0;8485.0;Dinheiro
2022-04-07;Loja B;Cerveja;Bebidas;7.0;3.42;23.94;3758.0;Dinheiro
2024-09-15;Loja C;Detergente;Limpeza;10.0;24.54;245.4;9612.0;Pix
2024-09-21;Loja C;Refrigerante;Bebidas;1.0;33.64;33.64;5545.0;Pix
2023-12-12;Loja C;Cerveja;Bebidas;3.0;40.43;121.29;4822.0;Transferência
2024-01-31;Loja A;Detergente;Limpeza;;8.22;;8366.0;Transferência
2024-04-29;Loja C;Cerveja;Bebidas;-3.0;14.4;;4955.0;Pix
2023-12-02;Loja C;Feijão;Alimentos;8.0;22.1;176.8;9252.0;Dinheiro
2023-06-15;Loja C;Arroz;Alimentos;6.0;19.9;119.4;3652.0;Cartão
2024-09-21;Loja C;Feijão;Alimentos;1.0;2.98;;8034.0;Pix
2024-05-02;Loja A;Pasta de Dente;Higiene;-1.0;6.18;;7924.0;Dinheiro
2022-06-16;Loja A;Arroz;Alimentos;3.0;43.54;130.62;3327.0;Cartão
2023-11-27;Loja A;Açúcar;Alimentos;6.0;21.19;127.14;3952.0;Transferência
2024-10-13;Loja C;Leite;Alimentos;3.0;8.69;;6022.0;Cartão
2023-02-11;;Refrigerante;Bebidas;3.0;49.45;148.35;5486.0;Pix
2023-07-04;Loja B;Leite;Alimentos;6.0;41.91;251.46;6897.0;Pix
2023-12-26;Loja B;Arroz;Alimentos;-4.0;31.51;;8002.0;Pix
2022-02-12;Loja A;Pasta de Dente;Higiene;-2.0;48.55;;9695.0;Transferência
2023-01-13;Loja C;Detergente;Limpeza;4.0;3.78;15.12;7708.0;Pix
2022-02-02;Loja C;Detergente;Limpeza;5.0;35.9;179.5;2409.0;Dinheiro
2022-09-16;Loja A;Açúcar;Alimentos;10.0;4.68;46.8;4693.0;Cartão
2022-10-19;Loja B;Leite;Alimentos;1.0;-18.58;;3373.0;Pix
2024-08-16;Loja A;Feijão;Alimentos;8.0;-26.85;;1525.0;Dinheiro
2023-09-13;Loja C;Leite;Alimentos;10.0;32.69;326.9;5326.0;Transferência
2024-07-11;Loja B;Feijão;Alimentos;2.0;11.76;23.52;7750.0;Cartão
2023-11-08;;Detergente;Limpeza;8.0;37.04;296.32;3929.0;Pix
2024-07-08;Loja B;Arroz;Alimentos;10.0;29.07;;9045.0;Dinheiro
2022-06-08;Loja A;Detergente;Limpeza;9.0;10.0;;7792.0;Cartão
2022-06-03;Loja C;Sabão em Pó;Limpeza;6.0;48.82;292.92;9902.0;Pix
2023-06-09;;Refrigerante;Bebidas;4.0;27.11;108.44;6580.0;Dinheiro
2022-08-21;Loja A;Arroz;Alimentos;10.0;40.3;403.0;8447.0;Cartão
2023-10-02;Loja B;Pasta de Dente;Higiene;3.0;40.76;122.28;4118.0;Pix
2022-07-28;Loja A;Açúcar;Alimentos;6.0;38.29;229.74;3731.0;Pix
2024-09-29;Loja C;Pasta de Dente;Higiene;8.0;48.87;390.96;3038.0;Pix
2023-05-03;Loja A;Açúcar;Alimentos;6.0;38.47;;8581.0;Transferência
2024-03-14;Loja B;Leite;Alimentos;2.0;49.91;99.82;2162.0;Transferência
2022-06-12;Loja C;Açúcar;Alimentos;7.0;49.21;344.47;9114.0;Dinheiro
2023-05-25;Loja C;Sabão em Pó;Limpeza;5.0;6.42;;9910.0;Cartão
2024-10-08;Loja B;Cerveja;Bebidas;1.0;45.44;;4041.0;Dinheiro
2022-04-07;Loja C;Detergente;Limpeza;9.0;7.5;67.5;3302.0;Pix
